Title,Series_Title,Issue_Number,Image_url,Condition,Grade,Publisher,Publication_Year,Format,Tradition,Features,Era,Type,Genre,Character,Series,Universe,Sale_Price,Sell_Method,Num_of_Bids,Shipping_Price,Time_of_Sale,Sellers_Location,Sellers_Handle,Sellers_Feedback_Score
(2022) AMAZING FANTASY #1000 PX EXCLUSIVE PEACH MOMOKO VIRGIN VARIANT COVER,Amazing Fantasy,,https://i.ebayimg.com/images/g/iMsAAOSwHPxjDqWR/s-l500.jpg,Brand New,9.6 Near Mint+,Marvel Comics,2022,Single Issue,US Comics,Variant Cover,Modern Age (1992-Now),Virgin Variant,,Spider-Man (Peter Parker),,,US $21.00,buy_it_now,,$5.85,"Dec 01, 2022","Arab, Alabama, United States",green_brothers_comics,81
Marvel Essential Graphic Novels Lot of 2 Hulk Vol.2 & Spider-Man Vol.1 Comic #K1,Essentail,,https://i.ebayimg.com/images/g/V~AAAOSwL~ljf2tU/s-l500.jpg,Good,,Marvel Comics,1996,Softcover,US Comics,,Modern Age (1992-Now),Graphic Novel,"Action, Adventure, Superheroes","Hulk (Bruce Banner), Spider-Man (Peter Parker)",,Earth-616,GBP 10.50,highest_bidder,2,GBP 30.51,"Dec 01, 2022","Letchworth Garden City, Hertfordshire, United Kingdom",garden-house-hospice-trading,14921
,,,,,,,,,,,,,,,,,,,,,,,,
AMAZING SPIDER-MAN #317 (1989)- 4TH APPEARANCE OF VENOM- MCFARLANE NEWSSTAND- VG,,,https://i.ebayimg.com/images/g/75AAAOSwXlJjeYn8/s-l500.jpg,Good,,MARVEL,,,,,,,,,,,US $9.99,buy_it_now,,$5.50,"Dec 01, 2022","Winnetka, California, United States",comicsandcardsdotnet,16281
"The Essential Spider-Man: Amazing Spider-Man 21-43, Amazing Spider",,,https://i.ebayimg.com/images/g/6U8AAOSwrQNibuiI/s-l500.png,Good,,"Marvel Worldwide, Incorporated",1998,Trade Paperback,,,,,"Fiction, Comics & Graphic Novels",,,,US $11.43,buy_it_now,,FREE,"Dec 01, 2022","Seattle, Washington, United States",seattlegoodwillbooks,443039
Amazing Spider-Man # 23 - 3rd Green Goblin,Amazing Spider-Man,23,https://i.ebayimg.com/images/g/ufgAAOSwxrdjCk4M/s-l500.jpg,--,,Marvel,,Single Issue,US Comics,,Silver Age (1956-69),,,"Green Goblin (Norman Osborn), Spider-Man (Peter Parker)",,,US $85.99,best_offer_accepted,,FREE,"Dec 01, 2022","Warren, Pennsylvania, United States",thingsandbooks,2055
SPECTACULAR SPIDER-MAN #190 (MARVEL 1992) NM- TO NM COMIC - THE RHINO!,The Spectacular Spider-Man,,https://i.ebayimg.com/images/g/560AAOSwVU9jCSZB/s-l500.jpg,Like New,9.2 Near Mint-,Marvel Comics,1992,Mixed Lot,US Comics,,Modern Age (1992-Now),Comic Book,Superheroes,"Spider-Man, Rhino",,Marvel (MCU),US $4.95,buy_it_now,,$3.99,"Dec 01, 2022","Saint Paul, Minnesota, United States",donovancomics,2847
Amazing Spider-Man #320 CGC 9.6 W 1989 Great Todd McFarlane Cover!,Amazing Spider-Man,,https://i.ebayimg.com/images/g/LlcAAOSwpq1i~TaI/s-l500.jpg,--,9.6 Near Mint+,Todd McFarlane Productions,1989,Single Issue,US Comics,Key Issue,Copper Age (1984-1991),Comic Book,,Spider-Man (Peter Parker),,,US $59.99,buy_it_now,,$17.75,"Dec 01, 2022","Olympia, Washington, United States",futurepastvintagecollectables,418
SPIDER-MAN 2099 EXODUS #3 ~ SKAN SRISUWAN EXCLUSIVE VARIANT CGC 9.8,Spiderman 2099,1,https://i.ebayimg.com/images/g/shkAAOSwwRJjdo9P/s-l500.jpg,Like New,9.8 Near Mint/Mint,Marvel,2022,Single Issue,US Comics,"Set, Variant Cover",Modern Age (1992-Now),Cover Variant - Artist Cover,"Action, Adventure, Superheroes","Spider-Girl, Spider-Gwen, Spider-Man (Miles Morales), Spider-Man (Peter Parker), Spider-Woman (Gwen Stacy), Superior Spider-Man, Migeul Oharra, Spider-Man",,Marvel (MCU),US $29.99,highest_bidder,1,$17.05,"Dec 01, 2022","Chandler, Texas, United States",trailsendcomics,736
The Amazing Spider-man #10 CGC 9.6 1st Spider-Punk Nice New Slab,The Amazing Spider-Man,,https://i.ebayimg.com/images/g/fscAAOSwlFdjb42d/s-l500.jpg,Like New,,,,,US Comics,,,,,,,,GBP 99.00,highest_bidder,15,GBP 36.23,"Dec 01, 2022","London, United Kingdom",daigoro789,1120
SYMBIOTE SPIDER-MAN KING IN BLACK #5 NM 3/31 2021,,,https://i.ebayimg.com/images/g/e74AAOSwTgxgY3r0/s-l500.jpg,--,,MARVEL,,,US Comics,,Modern Age (1992-Now),,Superheroes,SPIDER-MAN,,,US $2.99,buy_it_now,,$4.99,"Dec 01, 2022","Houston, Texas, United States",anzcomics,26344
"AMAZING SPIDER-MAN #365, SPECTACULAR 189, WEB Of 90 & 26 Hologram  With Posters",Spectacular Spider-Man,365,https://i.ebayimg.com/images/g/EyAAAOSwSwxi-vmv/s-l500.jpg,Brand New,9.0 Very Fine/Near Mint,Marvel,1992,Annual,US Comics,Set,Modern Age (1992-Now),Comic Book,Superheroes,"Spider-Man 2099, Spider-Man",Amazing Spider-Man,Marvel (MCU),US $49.99,buy_it_now,,FREE,"Dec 01, 2022","Grand Junction, Colorado, United States",9344dennis,53
Amazing Spider-Man #798 (2018) Humberto Ramos Variant Osbourne Declares Red Gob,,,https://i.ebayimg.com/images/g/MfoAAOSwn~NiBdaq/s-l500.jpg,Like New,,Publisher,,,,,,,,,,,US $4.99,buy_it_now,,$5.95,"Dec 01, 2022","Cleveland, Ohio, United States",beta313706,374
Amazing Spider-Man #375 - Marvel Comics,,1,https://i.ebayimg.com/images/g/znQAAOSwseFjAUYV/s-l500.jpg,--,,Marvel Comics,1995,,US Comics,Boarded,,,,"Spider-Man, Batman",,,US $10.19,buy_it_now,,$5.00,"Dec 01, 2022","Thonotosassa, Florida, United States",ironoakscnc,77
MARVEL SECRET EMPIRE #1 (OF 9) CAPTAIN AMERICA HYDRA SPIDER-MAN MAY 2017 NEW,,,https://i.ebayimg.com/images/g/gYIAAOSwrhBZCSPZ/s-l500.jpg,--,,,,,,,,,,,,,US $1.95,buy_it_now,,$3.95,"Dec 01, 2022","L.A.X., CA, United States",wantedcomix,120654
Venom Lethal Protector #1 CGC SS 9.6  signed & sketched Sam De La Rosa + 7,Venomized,1,https://i.ebayimg.com/images/g/dwsAAOSwog9jf8v~/s-l500.jpg,Brand New,9.6 Near Mint+,Marvel Comics,1993,Single Issue,US Comics,1st Edition,Modern Age (1992-Now),Comic Book,"Superheroes, Action/Adventure","Spider-man, Carnage, Spider-Man (Peter Parker), Venom",Venom: Lethal Protector,Marvel (MCU),US $450.00,highest_bidder,2,$13.65,"Dec 01, 2022","Hobe Sound, Florida, United States",abragu_4959,0
Savage Spider-Man #1 Bagley Variant Marvel Comics 2022 NM/VF,Savage Spider-Man,1,https://i.ebayimg.com/images/g/qaIAAOSwpq1i9-N7/s-l500.jpg,--,,Marvel Comics,2022,,US Comics,,Modern Age (1992-Now),Comic Book,"Action, Adventure, Superheroes",Spider-Man (Peter Parker),,,US $2.50,buy_it_now,,$6.75,"Dec 01, 2022","Amarillo, Texas, United States",keithcomicsinvesting,1910
NON-STOP SPIDER-MAN #1 NM 3/10 2021,Spider-Man,1,https://i.ebayimg.com/images/g/2ZsAAOSwBDRgSDzv/s-l500.jpg,--,,MARVEL,2021,,US Comics,,Modern Age (1992-Now),,Superheroes,SPIDER-MAN,,,US $3.99,buy_it_now,,$4.99,"Dec 01, 2022","Houston, Texas, United States",anzcomics,26344
"MARVEL SUPER HEROES SPECIAL: 1-7, 9-15 Near Complete [Missing #8] Marvel Comics ",MARVEL SUPER HEROES,1,https://i.ebayimg.com/images/g/434AAOSweTJjUy3j/s-l500.jpg,Very Good,7.0 Fine/Very Fine,Marvel Comics,1990,Single Issue,US Comics,First Printing,Modern Age (1992-Now),Comic Book,"Action, Adventure, Superheroes","Moon Knight, Magik, Hercules, Black Panther, Speedball, Iron Man (Tony Stark), Rogue (Anna Marie), Daredevil (Matt Murdock), Falcon, Captain America (Steve Rogers), Hulk (Bruce Banner), Wasp, Spider-Man (Peter Parker), Thor (Odinson), Nick Fury, Wolverine (Logan), Scarlet Witch",,,US $19.99,buy_it_now,,$12.99,"Dec 01, 2022","Cranston, Rhode Island, United States",stuntcore,2188
Amazing Spider-man #277 Marvel Comics Hobgoblin Daredevil Kingpin Wendigo 694,Amazing Spider-Man,,https://i.ebayimg.com/images/g/WMsAAOSw5IViugWs/s-l500.jpg,Good,,Marvel Comics,,Single Issue,US Comics,,Copper Age (1984-1991),,Superheroes,Spider-Man,,Marvel (MCU),US $11.99,buy_it_now,,$9.75,"Dec 01, 2022","Mechanicsburg, Pennsylvania, United States",old-soul-treasures,1535
MARVEL COMICS AMAZING SPIDER-MAN #1 ADAM HUGHES VIRGIN VARIANT NM NM+,Amazing Spider-Man,1,https://i.ebayimg.com/images/g/S28AAOSw3ANje94y/s-l500.jpg,--,9.2 + NM,Marvel Comics,2019,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,"Action/Adventure, Action",Spider-Man,,Marvel (MCU),US $12.99,highest_bidder,1,$5.99,"Dec 01, 2022","Reading, Pennsylvania, United States",justcomicsv2,230
Amazing Spider-Man #100 - CGC 9.2 - White Pages - 100th Anniversary Issue,Amazing Spider-Man,100,https://i.ebayimg.com/images/g/e6MAAOSwDqljXvVg/s-l500.jpg,Brand New,9.2 Near Mint-,Marvel Comics,1971,Single Issue,US Comics,Key Issue,Bronze Age (1970-83),Comic Book,,Spider-Man (Peter Parker),,Marvel (MCU),US $725.00,buy_it_now,,$17.10,"Dec 01, 2022","Walnut Creek, California, United States",zman181920,131
,Amazing Spider-Man,,,,,Marvel Comics,1975,Mixed Lot,US Comics,"First Printing, 1st Edition, Boarded, First Character Appearance, Key Issue, Set, Variant Cover",Modern Age (1992-Now),Comic Book,Mystery,"Catwoman, Deadpool, Harley Quinn, Peacekeeper, Spider-Man (Peter Parker), Iron Man (Tony Stark)",,,,,,,,,,
,Avengers: No Surrender,,,,Ungraded,Marvel Comics,2018,,US Comics,,Modern Age (1992-Now),Graphic Novel,Superheroes,"Captain America (Steve Rogers), Vision, Enigma, Hawkeye (Clint Barton), Black Panther, Spider-Man (Peter Parker), Hulk (Amadeus Cho), Captain Marvel (Carol Danvers), Squirrel Girl, Rogue",Avengers: Back to Basics (2018) Ser.,,,,,,,,,
"MARVEL TALES 5 and 11 Lot - Silver Age Reprints Amazing Spiderman 8, 16 + more",Marvel Tales,5,https://i.ebayimg.com/images/g/6L8AAOSwRYdjSdge/s-l500.jpg,Good,,Marvel Comics,1964,Single Issue,US Comics,,Silver Age (1956-69),Comic Book,Superheroes,"Human Torch, Spider-Man, Thor",,,US $7.95,buy_it_now,,$4.55,"Dec 01, 2022","Greensboro, North Carolina, United States",kramway,2647
Amazing Spider-Man #92 2022 CGC 9.8 Momoko Variant Cover 1:25 Black Cat Comic,Amazing Spider-Man,92,https://i.ebayimg.com/images/g/y9EAAOSwOE5jPO7-/s-l500.jpg,Very Good,9.8 Near Mint/Mint,Marvel Comics,2022,N/A,US Comics,Graded,Modern Age (1992-Now),Comic Book,"Action, Adventure, Classics, Superheroes, War",Spider-Man,,Marvel (MCU),US $79.99,best_offer_accepted,,$15.00,"Dec 01, 2022","Rancho Cordova, California, United States",premium-comics,5742
MILES MORALES SPIDER-MAN #23 NM KIB 2/17 2021,,,https://i.ebayimg.com/images/g/06QAAOSwjhZgOWF3/s-l500.jpg,--,,MARVEL,,,US Comics,,Modern Age (1992-Now),,Superheroes,SPIDER-MAN,,,US $2.99,buy_it_now,,$4.99,"Dec 01, 2022","Houston, Texas, United States",anzcomics,26344
Ultimate Comics Fallout #4 Facsimile Edition CGC 9.8 - 1st Miles Morales (Marvel,Ultimate Fallout,4,https://i.ebayimg.com/images/g/r~sAAOSw1XRjf9Jj/s-l500.jpg,Like New,9.8 Near Mint/Mint,Marvel Comics,,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,,Spider-Man (Miles Morales),,Marvel (MCU),US $26.00,highest_bidder,5,$11.00,"Dec 01, 2022","Saint James, Missouri, United States",justihilkemeye_0,10
"Thunderbolts: Justice Like Lightning (Marvel, December 2001)",Thunderbolts: Justice Like Lightning,,https://i.ebayimg.com/images/g/XLQAAOSwnnBjdph5/s-l500.jpg,Very Good,,Marvel Comics,2001,,US Comics,,,,Superheroes,"Mandrill, Dallas Riordan (introduction), Simon Utrecht, Speed Demon, Crimson Cowl, Falcon (cameo), Songbird, Karla Sofen, Piledriver, Kosmos, Morlak, Vision (cameo), Beetle, Arnim Zola, Hulk (Bruce Banner), Ben Grimm (cameo), Vector, Armadillo, Meteorite, Night Thrasher, Hallie Takahama (introduction), Eliot Franklin, Namorita, Screaming Mimi, Enclave (Zota, Speedball, The Thing (cameo), Arms Merchant, Steve Rogers (cameo), Franklin Richards, Vapor, Onslaught, Rat Pack, MACH-1, Bulldozer, Madcap, Antonio Rodriguez, Mary Jane Parker, Flying Tiger, Klaw, David Angar, Ironclad, Ulysses Klaue, Ann Darnell, Captain America (cameo), Katrina Luisa van Horn, Wrecker, Black Widow, Angar the Screamer, Richard Rider, Chen Lu, Jimmy Darnell, Sam Wilson (cameo), Thunderball, Shinski), Nova, Kymaera, Fixer, Tiger Shark, Reed Richards (cameo), Todd Arliss, Johnny Storm (cameo), Namor (cameo), Mad Thinker, Hallie Takahama, Dallas Riordan, Radioactive Man, Abner Jenkins, Human Torch (cameo), Norbert Ebersol, Natasha Romanova, Michael Steel, Jolt, James Sanders, Bruce Banner (cameo), Goliath, Sub-Mariner (cameo), Spider-Man (Peter Parker), Janis Jones, Daredevil (Matt Murdock), Atlas, Erik Josten, Man-Killer, Janey, Dwayne Taylor, Hulk (cameo), Mister Fantastic (cameo), Natasha Romanoff, Orka, Melissa Gold, Pierre Fresson, Justine Hammer, Bentley Wittman, Greg, Robbie Baldwin, Helmut Zemo, Citizen V, Baron Zemo, Techno, Kaine, Joe Robertson, Alicia Masters, Cyclone, Zola's mutates (destroyed), Hydro-Man, Morrie Bench, J. Jonah Jameson, Ryan, X-Ray, Wizard",,,US $0.99,highest_bidder,1,$4.16,"Dec 01, 2022","Virginia Beach, Virginia, United States",howarchianes-0,207
SPIDER-MAN # 21   MARVEL COMICS  NEAR MINT  1992,Spider-Man,21,https://i.ebayimg.com/images/g/V~8AAOSw3GljL5UT/s-l500.jpg,--,,Marvel Comics,1992,Single Issue,,,Modern Age (1992-Now),,Superheroes,Deathlok,,Marvel (MCU),US $3.99,buy_it_now,,$4.00,"Dec 01, 2022","Sacramento, California, United States",raidersfatboy73,801
Spider-Gwen #1 Gamestop Exclusive Variant McKone Cover (2015),Spider-Gwen,1,https://i.ebayimg.com/images/g/rbQAAOSwcEJjhgfi/s-l500.jpg,--,,Marvel,2015,Single Issue,US Comics,"Variant Cover, First Printing, Boarded",Modern Age (1992-Now),Retailer Exclusive Variant,"Superheroes, Action, Adventure","Spider-Gwen, Spider-Man (Peter Parker)",,Marvel (MCU),US $19.99,buy_it_now,,$4.99,"Dec 01, 2022","Augusta, Georgia, United States",absurdkraken,137
Amazing Spider-Man 424,,424,https://i.ebayimg.com/images/g/lhcAAOSweXRh-u0z/s-l500.jpg,--,,Marvel Comics,1997,Softcover,US Comics,,Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,The Amazing Spider-Man,Marvel (MCU),US $3.00,buy_it_now,,$6.50,"Dec 01, 2022","Fair Oaks, California, United States",worldsofwonder,7479
"The Amazing Spider-Man #257 (Oct 1984, Marvel) The Puma, Black Suit, Pre Venom",The Amazing Spider-Man,,https://i.ebayimg.com/images/g/UzYAAOSwhHpjbV5q/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,1984,,US Comics,,,,,Venom,,,US $12.00,highest_bidder,2,$5.45,"Dec 01, 2022","Ypsilanti, Michigan, United States",wilkli_70,81
The Spectacular Spider-Man #33 Marvel Comics (1979) 1st Print Comic Book,The Spectacular Spider-Man,33,https://i.ebayimg.com/images/g/UfcAAOSwBrxh-Ze8/s-l500.jpg,Very Good,7.5 Very Fine-,Marvel Comics,1979,Softcover,US Comics,,Bronze Age (1970-83),Comic Book,Superheroes165447,Spider-Man,,Marvel (MCU),US $4.99,best_offer_accepted,,$3.99,"Dec 01, 2022","Springfield, Missouri, United States",cosmic-king,45856
MILES MORALES: SPIDER-MAN 31 NM 10/13 2021,Miles Morales: Spider-Man,31,https://i.ebayimg.com/images/g/ASkAAOSw6D9hcD6J/s-l500.jpg,Brand New,,MARVEL,2021,,US Comics,,,,,Spider-Man,,,US $1.99,buy_it_now,,$4.99,"Dec 01, 2022","Houston, Texas, United States",anzcomics,26344
,Miles Morales Spider-Man #1,Miles Morales Spider-Man #1,,,mint/near mint-new,Marvel Comics,2022,Single Issue,US Comics,,Modern Age (1992-Now),Comic Book,,,,,,,,,,,,
Avenging Spider-Man #12 -  Deadpool Cover - Norman Rockwell Homage - 9.4 NM,Avenging Spider-Man,12,https://i.ebayimg.com/images/g/C0gAAOSwPKdjOJn8/s-l500.jpg,--,9.6 Near Mint+,Marvel Comics,,,US Comics,,Modern Age (1992-Now),,,Spider-Man,,,US $7.95,buy_it_now,,$4.99,"Dec 01, 2022","Vancouver, Washington, United States",goodguyscomics,2240
Secret Warriors #1 CGC 9.8 w/ WHITE PAGES from 2017! Marvel 1st print F52,Amazing Spider-Man,1,https://i.ebayimg.com/images/g/BegAAOSw0HNjF9FF/s-l500.jpg,Like New,9.8 Near Mint/Mint,Marvel Comics,2021,Single Issue,US Comics,First Printing,Modern Age (1992-Now),Virgin Variant,Superheroes,Spider-Man (Miles Morales),,Star Wars,US $99.99,buy_it_now,,,"Dec 01, 2022","Bonsall, California, United States",excitebytegames,19212
Amazing Spider-Man 1992 #358 Very Fine,,,https://i.ebayimg.com/images/g/cyEAAOSwUQdjhVjs/s-l500.jpg,--,,Marvel,,,,,Modern Age (1992-Now),,,Spider-Man,,,US $2.99,buy_it_now,,$5.00,"Dec 01, 2022","Millbrook, Alabama, United States",eternalapples,6669
Amazing Spiderman # 421   1997     Dragonfly appearance    NM-  9.2,Amazing Spider-Man,421,https://i.ebayimg.com/images/g/kckAAOSwdfdjXukX/s-l500.jpg,--,9.2 Near Mint-,Marvel,1997,Single Issue,US Comics,"1st Edition, Boarded",Modern Age (1992-Now),Comic Book,Action,Spider Man,,Marvel (MCU),US $3.95,buy_it_now,,$3.95,"Dec 01, 2022","Castle Rock, Colorado, United States",hallofcomics,4925
SPIDER-MAN #1 FIRST PRINT MARVEL COMICS (2022) SLOTT BAGLEY,Spider-Man,1,https://i.ebayimg.com/images/g/QdMAAOSwuwNjPFjh/s-l500.jpg,--,Ungraded,Marvel Comics,2022,,US Comics,"First Printing, Boarded",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $4.99,buy_it_now,,$4.99,"Dec 01, 2022","Bronx, New York, United States",magnumcomics,16181
Ultimate Fallout #4 1st Print 2011 Marvel 1st Appearance of Miles Morales Key,Ultimate Fallout,4,https://i.ebayimg.com/images/g/fEEAAOSwtOdjf9Oq/s-l500.jpg,Brand New,,Marvel Comics,2011,Single Issue,US Comics,"Boarded, First Character Appearance, First Printing, Key Issue",Modern Age (1992-Now),Comic Book,"Superheroes, Action, Adventure","Spider-Man, Spider-Man (Miles Morales)",,Marvel (MCU),US $456.00,highest_bidder,2,$11.15,"Dec 01, 2022","Palm Bay, Florida, United States",ricop1017-6,117
The Wedding of Spider-Man and Black Cat Annual 1 Marvel Comics NM/NM+,The Wedding Of Spiderman & Black Cat,,https://i.ebayimg.com/images/g/YYcAAOSwu6xjM0~i/s-l500.png,Good,9.4 Near Mint,Marvel Comics,2019,Single Issue,US Comics,1st Edition,Modern Age (1992-Now),Comic Book,"Action, Adventure, Science Fiction, Superheroes","Black Cat (Felicia Hardy), Black Cat (Linda Turner), Spider-Man (Peter Parker)",,Marvel (MCU),US $25.00,buy_it_now,,$10.00,"Dec 01, 2022","Edison, New Jersey, United States",bricksandbamboos,89
,,1,,,,MARVEL PRH,,,,First Print,,,Super-hero,,,,,,,,,,,
"Peter Parker: Spider-Man #44 (Aug 2002, Marvel)   (69)",Peter Parker,,https://i.ebayimg.com/images/g/q7wAAOSw1Pljg6B-/s-l500.png,Like New,,Marvel,,,US Comics,,Modern Age (1985-Now),,Superheroes,Spider-Man,,,US $2.00,buy_it_now,,$5.00,"Dec 01, 2022","Granite City, Illinois, United States",rdo1962,9672
AMAZING SPIDER-MAN ANNUAL #22 SPEEDBALL 1ST APPEARANCE *1988* 9.2,Amazing Spider-Man Annual,,https://i.ebayimg.com/images/g/KIwAAOSwlT1jfV7D/s-l500.png,--,,MARVEL,1988,,US Comics,,Copper Age (1984-1991),,,,,,US $10.39,buy_it_now,,$5.99,"Dec 01, 2022","Marysville, Washington, United States",northstar_comics_collectibles,12823
SPIDER-MAN #2 FIRST PRINT MARVEL COMICS (2022) END OF THE SPIDER-VERSE,Spider-Man,2,https://i.ebayimg.com/images/g/gBkAAOSwvxNjap20/s-l500.jpg,--,Ungraded,Marvel Comics,2022,,US Comics,"First Printing, Boarded",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $3.99,buy_it_now,,$4.99,"Dec 01, 2022","Bronx, New York, United States",magnumcomics,16181
SPIDER-MAN #1 RAMOS VARIANT FIRST PRINT MARVEL COMICS (2022),Spider-Man,1,https://i.ebayimg.com/images/g/~F0AAOSwh-VjPFdt/s-l500.jpg,--,Ungraded,Marvel Comics,2022,,US Comics,"First Printing, Boarded",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $4.99,buy_it_now,,$4.99,"Dec 01, 2022","Bronx, New York, United States",magnumcomics,16181
Set Of 4 - 30th Anniversary The Amazing Spider-Man 1992 Hologram Cover,The Amazing Spider-Man,,https://i.ebayimg.com/images/g/AuoAAOSwhrVjTxPg/s-l500.jpg,Like New,,Marvel Comics,1992,,US Comics,Set,Modern Age (1992-Now),,Superheroes,Spider-Man,,,US $35.00,buy_it_now,,$11.15,"Dec 01, 2022","Miami, Florida, United States",hectog02grou9,17
"Marvel Team Up: Spider-Man & Daredevil #141 w/ Black Widow (1984, Marvel Comics)",Spider-Man,,https://i.ebayimg.com/images/g/kyMAAOSw0CRiwjrv/s-l500.jpg,Very Good,Ungraded,Marvel Comics,1984,Softcover,US Comics,1st Edition,Copper Age (1984-1991),Comic Book,"Action, Adventure, Superheroes","Black Widow, Daredevil, Spider-Man",Marvel Team-Up,Marvel (MCU),US $69.99,buy_it_now,,$9.65,"Dec 01, 2022","Longmont, Colorado, United States",brawor-3141,110
Avenging Spider-man 10 Newsstand VF/NM 9.0 2nd Carol Danvers as Captain Marvel,,10,https://i.ebayimg.com/images/g/GvoAAOSwzmZftEQT/s-l500.jpg,--,9.0 VF/NM,Marvel,,Single Issue,US Comics,,Modern Age (1985-Now),Comic Book,Superheroes,Spider-Man,Avenging Spider-man,Marvel (MCU),US $89.99,buy_it_now,,$4.99,"Dec 01, 2022","Owings Mills, Maryland, United States",mybargaincomics,3729
"SPIDER-MAN 2099 #30,34,36-44 + SPIDER-MAN 2099 MEETS SPIDER-MAN",,,https://i.ebayimg.com/images/g/m0kAAOSw8zNjfVKf/s-l500.jpg,Very Good,,Marvel Comics,,Single Issue,US Comics,"First Printing, One-shot",Modern Age (1992-Now),Comic Book,Superheroes,"Spider-Man (Peter Parker), Spider-Man 2099",,Marvel (MCU),GBP 99.99,highest_bidder,1,GBP 28.18,"Dec 01, 2022","Derby, United Kingdom",curiousfoetus,670
AMAZING SPIDER-MAN #11 FIRST PRINT MARVEL COMICS (2022) HOBGOBLIN,Amazing Spider-Man,11,https://i.ebayimg.com/images/g/mt4AAOSw~rFjRyJp/s-l500.jpg,--,Ungraded,Marvel Comics,2022,,US Comics,"First Printing, Boarded",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $3.99,buy_it_now,,$4.99,"Dec 01, 2022","Bronx, New York, United States",magnumcomics,16181
SPIDER-MAN LOST HUNT #1 FIRST PRINT MARVEL COMICS (2022) KRAVEN THE HUNTER,Lost Hunt,1,https://i.ebayimg.com/images/g/-KsAAOSwSyZjaqRD/s-l500.jpg,--,Ungraded,Marvel Comics,2022,,US Comics,"First Printing, Boarded",Modern Age (1992-Now),Comic Book,Superheroes,Spider-Man,,Marvel (MCU),US $4.99,buy_it_now,,$4.99,"Dec 01, 2022","Bronx, New York, United States",magnumcomics,16181
,Marvels,,,,,,,Hardcover,US Comics,,,Comic Book,,"Ant-Man (Hank Pym), Black Panther, Captain America (Steve Rogers), Captain Marvel (Carol Danvers), Doctor Doom (Victor Von Doom), Franklin Richards, Giant-Man (Hank Pym), Hawkeye (Clint Barton), Hulk (Bruce Banner), Human Torch (Johnny Storm), Iron Man (Tony Stark), Kang The Conqueror, Ms. Marvel (Carol Danvers), Namor, Nick Fury, Silver Surfer, Spider-Man (Peter Parker), Spider-Woman (Gwen Stacy), The Stepford Cuckoos, Thor (Donald Blake), Thor (Jane Foster), Thor (Odinson), Uatu the Watcher, Venom, War Machine, Wasp, Yellowjacket (Hank Pym)",,Marvel (MCU),,,,,,,,
